"SubjectID","Text","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP","mem.age","CDI_coded","cond_p","Study_Code","mem_age","allWC"
57,"I am at a Sunday league ultimate frisbee game. We play on afternoons every Sunday in the fall and spring seasons, and I've been playing with this team for five years. We start the game with a team huddle, where we stand in a circle, maybe with arms around each other, and talk about the game that is about to happen.  We are all friends and sometimes don't see each other at anything else, so it is a nice social event as well as a good for exercise. There are also good mental health benefits from it, both from its social benefits and its health benefits. Because it is Oregon the ground is often soft and sometimes even muddy from recent rain. It often rains as we play. ",56.25,84.51,55.79,99,18.29,10.94,95.31,56.25,14.06,5.47,1.56,3.91,0,0,0,8.59,7.03,15.62,7.81,9.38,9.38,0.78,10.94,6.25,3.12,0.78,0.78,3.91,7.81,7.81,0,0,0,0,10.94,0,0.78,0,0,9.38,0,0.78,0,4.69,1.56,2.34,2.34,1.56,0,0.78,3.12,0.78,2.34,0,0,14.84,10.94,1.56,0,3.91,0,0.78,10.16,0,17.97,0.78,7.03,10.16,3.91,7.81,0,0,0,0,0.78,0,0,0,0.78,0,11.72,5.47,4.69,0,0,0,0,0,0,1.56,0,0,NA,11.24,1,"COVIDwave2",32.8333333333333,128
195,"The store hours of that day were operating like usual which was 24 hours and something of a major convenience to me and my lifestyle. I do avoid shopping at regular high traffic hours for numerous reasons. So having that available to me has helped tremendously . I walk in as normal and usual and grab a basket without any sort of preventative measures. There are still other shoppers at these less than traffic times, but it's bearable and everyone just goes about their shopping. Once I was finished with my shopping I then proceeded to the self checkout aisles and bagged and paid for my groceries. ",50.56,14.96,91.52,13.09,17.67,22.64,86.79,55.66,16.98,9.43,8.49,0,0,0,0.94,7.55,3.77,16.04,7.55,4.72,10.38,0.94,13.21,8.49,3.77,0.94,1.89,1.89,0.94,0,0.94,0.94,0,0,2.83,0,0,0,0,8.49,0.94,0.94,0,2.83,0.94,3.77,0.94,0,0,0.94,1.89,0,0.94,0,0.94,2.83,0,0,0.94,0,1.89,5.66,5.66,0.94,16.04,1.89,3.77,10.38,0.94,3.77,0,5.66,0,0,0,0,0,0,0,0,7.55,5.66,0.94,0,0,0,0,0,0,0.94,0,0,NA,9.24,-1,"COVIDwave2",15.0833333333333,107
101,"I was talking to Henry about the Coronavirus while working at a gym. We were talking about the recent outbreak in the nursing home in Seattle, Washington. Henry told me that this was just the beginning, and that we would be missing this present moment weeks and months from now as the virus spread. I looked to the gym and looked at the people present to capture the moment, in case Henry was right. I remember thinking, it could not possibly become so bad and perhaps the spread may stay on the west coast of the United States. Henry was a wise person and had some insight to the pandemic at hand I've realized. ",82.45,56.98,81.22,13.81,19,17.54,84.21,56.14,10.53,6.14,4.39,1.75,0,0,0,4.39,12.28,14.04,10.53,5.26,7.02,0.88,20.18,2.63,1.75,0,0,0.88,2.63,0.88,1.75,0,0,0.88,6.14,0,0,0,0,11.4,5.26,0,1.75,3.51,0,0.88,2.63,1.75,0,0.88,0.88,0.88,0,0,0,4.39,1.75,0.88,0.88,0,0.88,9.65,6.14,0.88,17.54,0.88,8.77,8.77,0.88,1.75,0.88,0,0,0,0,0,0,0,0,0,9.65,5.26,3.51,0,0,0,0,0,0,0.88,0,0,NA,22.1,1,"COVIDwave2",20.0833333333333,114
120,"I am sitting on the ground it the kid that I care for. He is passing balls to me through the tunnel. He throws them way too fast and hits me in the stomach. I verbalize ouch and then throw it back to him. He laughs and continues throwing the ball to me. We keep throwing balls at each other until he runs out of balls in his bag. Afterwards, I say it's time to clean up and he does so. First he puts all the balls away in his bag and afterwards the tunnel. The tunnel gets put above the couch and I say thank you. ",68.97,77.26,75.99,77.39,11.89,9.35,86.92,59.81,23.36,18.69,7.48,0.93,0.93,8.41,0.93,4.67,8.41,15.89,3.74,2.8,8.41,0,15.89,0.93,0,0,0.93,1.87,2.8,2.8,0,0,0,0,14.02,0,0,0,8.41,1.87,0,0,0,0,0.93,0.93,2.8,0,2.8,0,0.93,0.93,0,0,0,5.61,0.93,0.93,2.8,0.93,0,0,14.02,0.93,25.23,6.54,12.15,8.41,0,0.93,0.93,0,0,0,0,0,0,0,0,0,10.28,8.41,0.93,0,0,0,0,0,0,0.93,0,0,NA,15.99,1,"COVIDwave2",17.6666666666667,107
137,"The family of 5 took a 3 hour drive to Chicago. They stayed at a nice hotel, and seemed happy. The kids were excited to walk around the city, and the family enjoyed a good dinner at a unique, spy themed restaurant. The next day the family went shopping, and went to see ""Blippi Live"". The kids enjoyed the musical, and the parents had fun watching the excitement on their kid's faces. The family went back to the hotel and swam, excited to take their one year old daughter into a pool for the first time. They left the next morning, tired from all the walking but happy for a fun, family trip together. ",99,89.02,77.02,99,16.29,13.16,94.74,42.11,3.51,3.51,0,0,0,0,3.51,0,18.42,12.28,1.75,1.75,5.26,0,14.04,9.65,0.88,0,3.51,0.88,9.65,9.65,0,0,0,0,13.16,6.14,0,0.88,0,2.63,0.88,0,0,0.88,0.88,0.88,2.63,1.75,0.88,0,4.39,0.88,1.75,0,1.75,13.16,6.14,0.88,0.88,5.26,0,8.77,3.51,0,23.68,7.89,8.77,8.77,0,11.4,4.39,0.88,0,0,0,0,0,0,0,0,15.79,6.14,7.02,0,0,0,0,0,1.75,0.88,0,0,NA,48.43,1,"COVIDwave2",NA,114
215,"I pull up to the Taekwondo gym and enter. As I remove my shoes and place those & my personal items in a cubby, I look around at who has come to tonight's class. I stretch and talk to friends in the class, asking about their day/sport related qns/chit chat. We wait until the previous class is let out and immediately enter the mat. A junior instructor warms us up and we soon begin our class. There is laughter and some frustration for us perfectionists if we don't get a kick just right. We all clap over other's accomplishments. After cooling down, we bow out and amid chatting, gather our things to leave.",73.21,96.03,94.69,41.64,14.25,13.16,92.11,55.26,16.67,14.04,5.26,7.89,0,0,0.88,2.63,6.14,17.54,4.39,5.26,8.77,0.88,14.91,2.63,1.75,0.88,0,1.75,3.51,1.75,0.88,0,0.88,0,16.67,0,0.88,0,0,3.51,0.88,0,0.88,1.75,0.88,0.88,4.39,0.88,1.75,1.75,0.88,0.88,0,0,0,17.54,11.4,0.88,4.39,0.88,0,0.88,13.16,1.75,24.56,5.26,11.4,7.89,6.14,3.51,0,0,0,0,0,0,0,0,0,0,15.79,7.02,3.51,0,0,0,0,0,0,2.63,0,2.63,NA,17.71,-1,"COVIDwave2",20.0833333333333,113
142,"I go into GameStop and hang out watching the employee's interact with each other and the customers. sometimes I bring in a tablet or even a keyboard. I generally hang out from 10am (opening hours) to about 2pm when I head home. While there sometimes I'll buy little stuff but not always. It depends on if I find anything of interest. When no one is around sometimes I'll talk to the employee's or if there are customer's I play on my phone or tablet. I often bring an energy drink and food.",41.63,4.11,99,83.66,13.14,17.39,95.65,58.7,15.22,10.87,10.87,0,0,0,0,4.35,6.52,14.13,4.35,9.78,13.04,2.17,13.04,0,0,2.17,1.09,1.09,3.26,3.26,0,0,0,0,4.35,0,0,0,0,18.48,1.09,1.09,2.17,13.04,1.09,8.7,2.17,1.09,1.09,0,3.26,1.09,0,0,2.17,4.35,2.17,0,2.17,0,0,0,10.87,2.17,25,5.43,9.78,9.78,5.43,3.26,1.09,3.26,0,0,0,0,0,0,0,0,15.22,7.61,0,0,0,0,0,0,0,5.43,2.17,0,NA,6.09,1,"COVIDwave2",30.3333333333333,92
122,"I'm at six flag for their Halloween event, my boyfriend's family business gets private tickets every year. I'm wandering around the park looking for the next haunted house. There's people around me, sometimes it is crowded but most times it's thinner than the average day at the park. We find this virtual reality tried instead and decide to go on it, I'm sitting right next to my boyfriend we a few other people and we shoot aliens and stuff in 3d, it feels like I can reach out and touch the things on the screen. We got special glasses to see everything and had to turn them back in after the ride for the next group to use.",77.94,75.12,97.74,25.77,23.6,16.95,90.68,53.39,18.64,11.02,5.93,3.39,0,0,1.69,7.63,7.63,16.95,6.78,4.24,5.08,0,16.1,10.17,4.24,0,0.85,4.24,1.69,0.85,0.85,0,0,0,12.71,0.85,1.69,0,1.69,10.17,2.54,0.85,0,1.69,1.69,3.39,4.24,2.54,0,1.69,0,0,0,0,0,9.32,6.78,0.85,0,1.69,0,2.54,12.71,0,21.19,2.54,11.02,8.47,0.85,1.69,1.69,0.85,0,0,0,0,0,0,0,0,12.71,4.24,3.39,0,0,0,0,0,0,5.08,0,0,NA,19.83,-1,"COVIDwave2",60.75,118
220,"Jen had a winter solstice party at her house. As John parked the car he accidentally backed it into a pole, for which he was very apologetic. Jen's house was warm and smelled nice. Her mother was there and was a friendly and warm person. The house was small and cozy and really uniquely and well-decorated. There were very few people were there but then the living room filled up. There were snacks, drinks, and people chatting with each other about where they live, where they work. Jen's mom expressed an interest in going birding with John and his wife. Jen had two cats. One was friendly and let visitors pet him.  ",34.45,93.36,2.17,97.72,11.3,11.5,85.84,53.1,9.73,7.08,0,0,0,5.31,1.77,2.65,6.19,7.96,10.62,9.73,10.62,0,13.27,5.31,0.88,2.65,1.77,1.77,7.08,5.31,0,0,0,0,17.7,2.65,1.77,4.42,3.54,2.65,0,0,0,0,0,2.65,2.65,0,0,1.77,4.42,0,1.77,0,2.65,7.96,4.42,0.88,2.65,0,0,9.73,1.77,1.77,11.5,1.77,7.96,1.77,0.88,4.42,4.42,0,0,0,0.88,0,0,0,0.88,0,15.04,8.85,3.54,0,0,0,0,0.88,0,1.77,0,0,NA,3.45,1,"COVIDwave2",25.25,112
41,"My son and I went into Twin Dragons to place an order for take-out food, as we had regularly done once a month for several months. The restaurant is dimly lit, even in the middle of the day, and moderately busy with the last of its lunch time crowd. The owner greeted us cordially and asked what they could get for us. I placed my order, the same order I placed every month, and the owner wrote it down and rang it up. As we turned to leave, she said something teasing to me about my son--I don't remember exactly what, but maybe that we wouldn't let him have any of the food if he didn't behave. Her remark spoke to a friendly familiarity and a tacit understanding that we women were really in charge. We were all laughing as my son and I left the restaurant.",58,84.3,66.11,25.77,21.29,11.41,93.96,59.06,20.13,14.77,6.71,4.7,0,2.68,0.67,5.37,8.72,14.09,7.38,3.36,8.05,2.01,15.44,4.03,3.36,1.34,0.67,2.68,2.01,0.67,0.67,0,0.67,0,16.78,2.01,0.67,2.01,3.36,9.4,1.34,0,2.01,2.68,2.01,2.68,4.03,0.67,3.36,0,3.36,0,0,0,3.36,12.08,6.04,0,4.7,1.34,0,10.74,4.03,0,17.45,2.01,7.38,6.04,1.34,1.34,0,0,0,0,0,0,0,0,0,0,13.42,4.7,4.7,0,0,0,0,2.01,0,2.01,0,0,NA,11.87,-1,"COVIDwave2",22.6666666666667,147
26,"We left our apartment and walked a couple blocks to one of our favorite local spots.  It was a fairly warm day for early March, and we had had a stressful and uncertain week but we were determined to enjoy ourselves the way we normally would on a Friday night by going to our favorite neighborhood bar.  They were playing good music and we ordered a couple of draft beers and found a table.  The bar was moderately crowded even though it was still early in the evening.  When we got hungry, we ordered hot sandwiches from the deli counter inside the bar.  The sandwiches which were delicious, as always, and I recall being somewhat aware that it could be our last normal night out for a long time.",67.16,96.84,59.75,95.29,21.5,15.5,93.02,54.26,14.73,10.85,0.78,9.3,0,0,0.78,3.88,10.08,10.85,9.3,3.88,7.75,0,13.95,6.2,0.78,1.55,0.78,2.33,7.75,6.2,1.55,1.55,0,0,11.63,0,0.78,0,0,10.08,3.1,0,2.33,2.33,0.78,1.55,3.1,0,0.78,1.55,6.2,0,0,0,6.2,12.4,10.08,0.78,0,1.55,0,9.3,0.78,0.78,19.38,1.55,6.98,10.08,0,4.65,1.55,0,0,0,0,0,0,0,0,0,7.75,4.65,3.1,0,0,0,0,0,0,0,0,0,NA,15.27,-1,"COVIDwave2",17.6666666666667,129
226,"I was enjoying my vacation is I was driving through Rocky Montains in both Colorado and New Mexico and loving the scenery and sky.",38.6,20.24,98.01,99,24,29.17,83.33,50,12.5,12.5,12.5,0,0,0,0,0,4.17,8.33,12.5,0,12.5,0,12.5,4.17,0,0,0,4.17,8.33,8.33,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,8.33,4.17,0,20.83,4.17,12.5,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,NA,5,-1,"COVIDwave2",73.5,24
146,"This person is out with family and is visiting restaurants and walking around outside. They are chatting with others and look happy as they are walking around the area. They are taking pictures with their phone and engaging with others outside their group as well. Eventually they stop inside for a drink and sit down. They tell stories with the others in their group and everyone smiles and laughs. They order food which everyone seems to enjoy. After the meal they head outside and go to the beach. They set up some spots on the sand before heading into the water. A few of them are playing games and splashing around in the ocean.",88.16,97.28,81.22,99,12.67,14.91,96.49,63.16,16.67,10.53,0,0,0,0,10.53,6.14,7.89,23.68,5.26,4.39,9.65,0,14.91,5.26,3.51,0.88,0,3.51,6.14,6.14,0,0,0,0,21.93,0.88,0,0,0,6.14,0.88,0,0,1.75,1.75,2.63,4.39,1.75,1.75,0.88,5.26,0.88,0,0,4.39,8.77,4.39,0,2.63,0.88,0.88,0,9.65,1.75,22.81,4.39,14.04,3.51,0,6.14,0.88,0,0,0,0.88,0,0,0,0.88,0,7.89,7.89,0,0,0,0,0,0,0,0,0,0,NA,25.6,1,"COVIDwave2",35.4166666666667,114
145,"Walking in the screen door of the shop there is always a fan running, pushing the amazing smells out into the boardwalk. as soon as i walk in there is a popcorn machine to the right, a cooler with different types of sodas to the left, and a jellybean dispenser area with all different flavors, with a hard candy dispensor after that. on the right next to the popcorn machine is where they keep the different types of fudge, with the more old fashioned candies after that, a paying station, more candies, and then you go down a slight ramp. all the different homemade ice creams are on the right, with a small room on the left where you can walk in and find giant gummy bears, lollypops, salt water taffy, and other child inspired candies like pop rocks, shark grabbers, and other fun things.",99,47.24,92.53,64.98,36.25,17.93,85.52,48.97,6.21,2.76,0.69,0,1.38,0,0.69,3.45,14.48,17.24,3.45,3.45,5.52,0,10.34,13.1,8.28,1.38,0,2.76,2.07,2.07,0,0,0,0,2.76,0,0,0,0,7.59,1.38,0,0,0,2.07,4.14,4.83,0.69,0,2.07,6.21,0,0,0,6.21,2.07,0,0,2.07,0,0,1.38,6.9,1.38,23.45,4.14,14.48,4.83,0.69,2.76,1.38,1.38,0,0,0,0,0,0,0,0,12.41,2.76,9.66,0,0,0,0,0,0,0,0,0,NA,43.09,-1,"COVIDwave2",17.6666666666667,145
86,"I am at Sylvan Beach with my children for a cookout and a day at the beach.  It is a sunny, hot day with a breeze coming in off the lake. We sit at a picnic table, and I start cooking hot dogs and hamburgers. My girls are unloading our food from the car. The smoke from the grill gets in my eyes, and I sweat from the heat of the grill.  I finish cooking the meat, and we sit down and eat our lunch. We then go down to the beach, which is busy but still enough room to put down our beach blanket without feeling too crowded.  The seagulls are cawing, and we lay on the blanket, and I start reading a book.  The girls go out for a swim and ask me to come, but I am into the book and stay behind.  After a few hours at the beach and exhausted from being out in the hot sun, we pack up our things and head home.",96.3,70.19,95.48,25.77,17,8.24,90,58.82,12.94,11.18,5.88,5.29,0,0,0,1.76,13.53,18.24,4.12,1.18,8.82,0.59,14.71,3.53,0.59,0.59,0,0.59,1.18,0.59,0.59,0,0,0,8.24,0,0,1.18,0,2.35,0.59,0,0,0,0,1.76,3.53,1.18,0,2.35,7.06,1.76,0.59,0,4.71,8.82,5.29,0,2.94,0.59,0,0,10.59,1.18,22.94,4.71,12.35,6.47,1.76,6.47,1.18,0,0,0,0,0,0,0,0,0,11.18,5.88,5.29,0,0,0,0,0,0,0,0,0,NA,34.12,-1,"COVIDwave2",98.8333333333333,170
173,"I was in the hospital for being suicidal. I went to the phych emergency room and I was so anxious. There were other teens there as well and some were out of control. tthey took our belongings can we had to wait to talk to a psych.",55.11,58.41,37.87,25.77,11.75,12.77,91.49,65.96,12.77,10.64,6.38,4.26,0,0,0,2.13,6.38,19.15,14.89,8.51,8.51,0,19.15,4.26,2.13,0,0,2.13,4.26,2.13,2.13,2.13,0,0,6.38,0,0,0,0,6.38,0,2.13,0,2.13,0,2.13,0,0,0,0,2.13,0,2.13,0,0,10.64,6.38,0,2.13,2.13,0,14.89,6.38,0,10.64,2.13,6.38,2.13,2.13,0,2.13,0,0,2.13,2.13,0,0,0,2.13,0,8.51,8.51,0,0,0,0,0,0,0,0,0,0,NA,10.85,-1,"COVIDwave2",195.25,47
133,"I see two people in the laundromat looking at their phones while they wait for their laundry to finish. They were talking about going next door to get a cup of coffee since it had been a while since they had purchased one.The laundromat is air-conditioned and cool, so that is why they are most likely inside instead of outside. There are not many people in the laundromat at this time. It is just them and the people working there.  They are mostly reading on their phones, but they will occasionally look up and talk to each other about something. At one point, they hold hands.",54.29,86.68,74.76,42.58,18,12.96,94.44,62.96,16.67,11.11,0.93,0,0,0,10.19,5.56,5.56,17.59,10.19,8.33,6.48,0.93,19.44,2.78,0.93,0.93,2.78,2.78,0.93,0.93,0,0,0,0,16.67,0,0,0,0,11.11,0,2.78,0,4.63,0,3.7,6.48,2.78,1.85,1.85,1.85,0.93,0,0,0.93,2.78,0,0.93,0.93,0.93,0,3.7,10.19,1.85,20.37,0.93,11.11,8.33,0.93,0.93,1.85,0.93,0,0,0.93,0,0,0.93,0,0,10.19,6.48,2.78,0,0,0,0,0.93,0,0,0,0,NA,10.55,1,"COVIDwave2",20.0833333333333,106
191,"I flew to New York for my best friend Max's wedding. I booked a weird but interesting ""micro"" suite hotel to stay in near Midtown. There were lots of people visiting there from Europe and some sort of fancy event in the hotel. The actual wedding was in lower Manhattan so I suited up and took the subway. It was very crowded and full of all sorts of people, as it always is. The wedding was conducted in the traditional Jewish way in the venue hall of a beer brewery so it had a very cool ""industrial chic"" look to it. Lots of old friends I hadn't seen in a few years were there with me and it was great fun to catch up. We all had a 4 course meal and danced for a few hours. Once things were winding down the whole party went to a pub next door to drink and keep socializing until the early hours of the morning.  Literally zero aspects of this entire experience could have happened now, from the flight to the hotel to the crowded subway to the huge gathering to the pub. None of it. ",96.31,62.16,54.32,64.85,17.64,11.34,89.18,52.06,7.73,3.61,3.09,0.52,0,0,0,4.12,10.82,18.56,6.7,4.12,5.67,1.03,11.86,6.7,1.55,0,1.55,5.15,4.12,3.09,1.03,0,0,0.52,7.22,1.55,1.03,0,0,5.67,0,0,0.52,2.58,2.06,0.52,2.06,1.03,0,0.52,1.55,0,0,0,1.55,9.28,5.15,0.52,3.09,1.55,0,8.25,3.09,0,18.56,3.61,8.76,6.7,1.55,5.67,0.52,0,0.52,0,0.52,0,0,0.52,0,0,9.79,5.67,1.03,0,0,0,0,0,2.06,1.03,0,0,NA,34.13,1,"COVIDwave2",30.3333333333333,194
77,"There's a big maker faire in a library in a relatively big city in this state. There are tables from different organizations showing products, and there are people outside dancing. It's a festive atmosphere. Upstairs, there's a table with three librarians showing their work. It's really interesting: there's a ""cat walk"" that makes sounds when you step on different parts of cloth, and most interesting is a musical scarf. It plays sounds when you touch the jingling bells that have been sewn onto it. You can actually play a song on the scarf if you want to. People come to play the scarf. They love it!",63.73,80.2,36.1,99,11.78,17.92,86.79,52.83,13.21,5.66,0,0,3.77,0,1.89,7.55,10.38,11.32,10.38,9.43,4.72,0,14.15,4.72,2.83,1.89,0.94,0.94,6.6,6.6,0,0,0,0,9.43,0,0,0,0,9.43,0,2.83,1.89,1.89,0,4.72,6.6,1.89,3.77,0.94,0.94,0,0,0,0,4.72,1.89,0.94,1.89,0,0,0.94,14.15,0,16.04,3.77,10.38,1.89,4.72,6.6,0,0,0,0,0,0,0,0,0,0,18.87,7.55,2.83,0.94,0,0,0.94,0,1.89,4.72,0,0,NA,13.96,1,"COVIDwave2",30.3333333333333,106
109,"This event is my fiance's little sister's high school graduation. We arrived at her high school and sat in tall bleachers around the football field while waiting on the ceremony to start. Everyone was dressed up and having a great time together- much of their family had traveled from all over the country to celebrate with her. It was a humid, warm evening that ended up being very pleasant- and the sun set over the farm fields during the ceremony. We could see it because it was a hilly area and our vantage point was relatively high compared to the surrounding farmland.",85.92,91.49,85.89,79.41,20.4,22.55,88.24,53.92,12.75,6.86,0.98,2.94,0,1.96,0.98,5.88,9.8,14.71,8.82,2.94,5.88,0,15.69,6.86,0.98,0,0,1.96,2.94,2.94,0,0,0,0,11.76,2.94,0.98,2.94,0.98,3.92,0,0.98,0.98,0,1.96,0,1.96,0.98,0,0.98,0,0,0,0,0,15.69,7.84,0.98,6.86,0.98,0,8.82,2.94,0,29.41,1.96,17.65,9.8,2.94,3.92,0.98,0,0,0,0,0,0,0,0,0,9.8,4.9,0.98,0,0,0,0,1.96,0,1.96,0,0,NA,24.13,-1,"COVIDwave2",40.5,102
193,"I am preparing myself to travel to Ohio to pick up my youngest daughter.  I am packing up my car with the few things I will need for a weekend stay, leaving most of my trunk space empty so that my daughter can put all of the things she will need for a week-long visit in Georgia.  I am filling my car's tank with gas at a truck stop, taking a break at a rest area to stretch my legs.  I arrive at my daughter's home and enjoy her company.",88.14,25.47,99,25.77,22.75,13.19,90.11,53.85,19.78,16.48,14.29,0,0,2.2,0,3.3,7.69,17.58,6.59,1.1,2.2,0,16.48,4.4,2.2,0,0,3.3,2.2,1.1,1.1,0,0,1.1,7.69,3.3,0,5.49,0,5.49,0,1.1,2.2,1.1,1.1,0,0,0,0,0,1.1,1.1,0,0,0,5.49,0,1.1,2.2,1.1,1.1,0,10.99,3.3,26.37,7.69,14.29,4.4,1.1,2.2,1.1,0,0,0,0,0,0,0,0,0,9.89,4.4,2.2,0,0,0,0,1.1,0,2.2,0,0,NA,25.6,-1,"COVIDwave2",30.3333333333333,90
90,"Everything is peaceful and calm. I am coming home and everything is just so normal. No virus, no crazy stuff on the news, It 's just a nice level of normalcy. Eating at a normal restaurant. ",31.3,39.05,11.8,98.27,9,13.89,88.89,58.33,13.89,2.78,2.78,0,0,0,0,11.11,8.33,8.33,8.33,8.33,8.33,5.56,13.89,16.67,0,0,0,0,11.11,8.33,2.78,0,0,0,5.56,0,0,0,0,5.56,0,0,0,0,5.56,0,0,0,0,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,8.33,2.78,11.11,2.78,8.33,0,0,2.78,2.78,0,0,0,0,0,0,0,0,0,19.44,11.11,5.56,0,0,0,0,0,0,2.78,0,0,NA,2.22,-1,"COVIDwave2",22.6666666666667,36
53,"Driving home from the store I see a girl rocking out in her car, singing along to music I can't hear but having a really good time. She doesn't care if anyone is looking, she's in her own little world.",59.74,40.12,59.88,96.76,20,10,95,57.5,17.5,15,5,0,0,10,0,2.5,7.5,15,10,2.5,5,5,22.5,0,0,0,0,0,5,5,0,0,0,0,17.5,0,0,12.5,0,12.5,0,0,2.5,5,0,10,12.5,5,7.5,0,0,0,0,0,0,2.5,0,0,0,2.5,0,0,17.5,0,20,5,12.5,2.5,0,5,2.5,2.5,0,0,0,0,0,0,0,0,17.5,5,5,0,0,0,0,0,0,7.5,0,0,NA,12.5,1,"COVIDwave2",2.33333333333333,40
192,"I think about the many mornings spent eating a continental breakfast at a Best Western in Orlando. This was a common way to spend every morning on our yearly vacation. The place was always crowded and the tables were really close together. There was never much space between us and other people at their tables. I would usually be with my father or my father and my daughter. I always loved making waffles with their waffle maker. I think about how weird it seems now being in such a small space with so many other people. I think about how great the breakfast was because of the time spent with people who are important to me before going to a theme park for a day of fun. My daughter has her own life now so the chances of her being a part of the trip in the future is very slim. I miss the times spent together at the breakfast.",75.59,59.88,94.55,61.33,16,12.5,93.12,57.5,13.75,10.62,6.88,1.25,0,1.25,1.25,3.12,10.62,15,7.5,9.38,5.62,0.62,15,4.38,1.25,1.88,0,3.12,4.38,3.12,1.25,0,0,0.62,11.25,2.5,0,2.5,1.25,11.88,2.5,3.12,0.62,1.88,2.5,2.5,0,0,0,0,3.75,0,0.62,0,2.5,5.62,3.12,0.62,1.88,1.25,0,5,7.5,1.25,20.62,1.25,10,8.75,0,1.25,0,2.5,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,NA,18.76,-1,"COVIDwave2",91.1666666666667,160
22,"There is a woman sitting at a small table by herself. She orders a jerk platter filled with Jamaican cuisine. Throughout the dinner, she watches Netflix shows and engages with the waitress serving her. Upon completing her meal, she asks for the check. She promptly pays and gives a tip, before grabbing her belongings and leaving the small restaurant. ",96.84,97.88,1,25.77,11.8,28.81,83.05,49.15,13.56,13.56,0,0,0,13.56,0,0,13.56,13.56,1.69,1.69,5.08,0,10.17,5.08,1.69,0,0,0,3.39,1.69,1.69,0,1.69,0,20.34,0,0,15.25,0,0,0,0,0,0,0,0,5.08,3.39,0,1.69,5.08,0,0,0,5.08,6.78,1.69,0,5.08,0,0,0,6.78,0,13.56,1.69,10.17,1.69,1.69,3.39,0,1.69,0,0,0,0,0,0,0,0,13.56,8.47,5.08,0,0,0,0,0,0,0,0,0,NA,35.1,1,"COVIDwave2",17.6666666666667,59
11,"In this scenario, there are two individuals working at a coffee shop. These two individuals include a college student (a girl) and a mid-twenties professional (male). Both individuals have worked together before, and thus have a good rapport. Both individuals are wearing company-mandated uniforms. I am sitting at a table near the entrance. I am wearing casual clothing (jeans, t-shirt). I alternate between working on personal items, and talking with the individuals working at the coffee shop. Additionally, I alternate between sitting at my table and walking up to the area where coffee is served. No one else is in the space at this time, and I use it as my own.",91.49,56.92,83.97,41.49,12.78,28.7,86.96,47.83,9.57,6.09,6.09,0,0,0,0,3.48,9.57,13.91,6.96,2.61,5.22,0.87,16.52,2.61,1.74,0.87,3.48,1.74,2.61,0.87,0,0,0,0,9.57,0,0,0.87,0.87,2.61,0,1.74,0,0,0,0.87,0,0,0,0,5.22,2.61,0,0,2.61,6.96,0.87,3.48,1.74,0.87,0,0.87,8.7,0,20,0.87,17.39,1.74,6.96,5.22,0,1.74,0,0,0,0,0,0,0,0,20.87,7.83,5.22,0,0,0,0,2.61,0,0,5.22,0,NA,28.25,1,"COVIDwave2",25.25,112
3,"everything looks red and brown, the walls are wooden and it's raining outside really hard.  we are beside a large river.  our closest family and friends are here celebrating with us.  waiters and waitresses are running all over the place trying to keep track of everyone's orders and drinks.  my son is red in the face, having a hard time dealing with all of the noise, bustle and people.  my husband is doing a really good job mingling with everyone.  my best friends are doing what they can to help me and keep me comfortable as i try to wrangle my screaming, sweaty child.  i order yet another sweet tea to try and keep calm since i'm being pulled this way and that.",47.14,74.24,50.92,83.55,15.38,15.45,91.87,55.28,17.07,10.57,7.32,2.44,0,0,0.81,6.5,5.69,12.2,11.38,3.25,8.13,0,17.89,9.76,2.44,0.81,0,2.44,4.88,4.07,0.81,0,0,0,13.01,2.44,1.63,0,1.63,8.94,0,0.81,0,2.44,4.07,1.63,7.32,3.25,1.63,1.63,4.07,1.63,0,0,2.44,15.45,7.32,4.07,5.69,1.63,0,0,13.01,0,12.2,1.63,7.32,2.44,0.81,3.25,0.81,0,0,0,0,0,0,0,0,0,12.2,6.5,3.25,0,0,0,0,0,0,2.44,0,0,NA,8.06,-1,"COVIDwave2",30.3333333333333,123
